Rating,Expertise,Votes,Purpose
5,2,0,couple
4,4,0,family
5,2,0,family
5,3,1,business
3,4,1,solo
5,0,0,family
5,1,0,business
4,5,0,family
5,0,0,Unknown
5,2,0,couple
2,4,1,couple
4,6,0,business
5,0,0,couple
5,5,1,couple
4,2,0,family
4,1,0,family
5,2,0,friend
4,4,0,couple
5,0,0,couple
4,1,0,family
5,5,0,family
5,3,0,couple
5,0,0,family
5,0,0,couple
5,0,0,family
5,4,0,friend
4,4,0,couple
4,0,0,friend
5,3,0,couple
5,0,0,business
4,4,0,family
5,3,1,family
2,0,0,family
3,2,0,couple
5,0,0,solo
5,2,1,family
5,5,1,family
3,0,1,business
4,4,1,couple
2,1,1,couple
4,6,1,family
4,0,3,family
4,0,1,couple
5,0,1,family
5,0,1,friend
5,2,2,family
5,1,1,couple
3,0,1,business
5,3,0,business
3,0,1,business
5,6,1,couple
3,5,1,family
5,0,0,family
5,0,0,family
4,3,0,couple
5,0,0,couple
5,2,2,couple
4,4,2,family
5,3,2,couple
5,5,0,family
4,4,0,family
3,0,1,friend
3,0,1,family
5,4,0,family
5,2,1,solo
5,0,0,friend
4,1,1,family
5,3,0,family
5,5,0,business
4,5,0,couple
2,5,0,couple
4,6,0,family
4,0,0,business
3,0,0,couple
5,6,1,couple
5,0,0,business
5,0,0,couple
5,1,0,family
5,3,0,family
2,0,1,business
5,4,0,family
4,6,0,family
4,0,0,couple
3,4,0,couple
3,3,0,couple
5,0,0,couple
5,0,1,couple
4,3,1,family
5,3,1,family
3,3,1,couple
5,6,1,family
5,4,0,family
2,2,1,family
5,0,1,couple
5,0,1,business
5,2,0,family
5,0,0,solo
5,6,0,Unknown
4,3,0,business
2,0,0,business
4,2,0,business
4,6,0,business
5,0,0,family
5,0,0,family
5,0,0,Unknown
5,0,0,business
4,2,0,family
4,2,0,couple
5,3,0,family
5,3,0,family
5,4,0,business
2,0,0,business
5,3,0,family
5,5,0,couple
4,0,0,family
2,4,2,business
5,6,0,couple
5,3,0,family
5,0,0,business
4,4,0,Unknown
2,0,2,family
5,0,0,family
5,0,0,family
4,1,0,business
5,0,0,family
5,0,0,couple
5,0,0,family
4,0,0,family
4,6,0,friend
3,4,1,business
5,6,1,family
4,1,0,family
3,0,1,family
5,0,1,family
3,6,1,business
4,5,1,business
5,2,0,family
5,0,0,friend
5,0,1,family
1,0,4,couple
5,2,0,couple
4,4,0,family
5,2,0,family
5,0,0,family
5,5,0,solo
5,0,1,friend
5,0,0,family
4,4,0,friend
5,0,0,family
5,0,1,business
4,2,0,Unknown
5,5,0,solo
5,0,0,business
5,1,0,Unknown
5,4,0,family
5,0,0,couple
5,3,0,family
5,1,0,family
5,3,0,couple
5,0,2,family
5,2,1,family
5,1,0,family
3,0,1,business
5,4,2,couple
4,6,0,business
5,2,1,family
3,5,0,family
5,3,0,family
1,3,1,friend
5,2,1,couple
4,5,1,business
5,0,0,family
1,0,1,business
5,2,0,friend
4,3,0,family
5,4,0,family
4,0,0,family
5,0,0,family
3,6,5,couple
5,2,0,couple
1,1,5,couple
4,0,0,business
4,4,3,business
5,0,1,family
5,3,1,family
5,0,0,family
4,4,0,solo
4,0,1,business
5,1,0,business
5,0,0,business
3,0,0,family
4,4,0,business
5,1,0,friend
5,3,1,couple
5,0,1,business
5,3,2,family
5,0,1,family
5,0,1,family
4,0,2,Unknown
5,2,2,couple
4,0,1,business
4,0,0,couple
5,0,0,family
5,3,0,family
4,4,0,couple
2,0,0,business
2,0,0,family
5,0,0,family
5,3,0,couple
5,0,0,couple
4,1,0,couple
5,0,0,solo
4,3,0,couple
4,0,0,family
2,3,0,couple
3,5,0,couple
3,4,0,business
5,4,0,Unknown
4,4,0,business
5,5,0,family
5,2,0,family
4,5,0,friend
5,0,0,couple
5,0,0,business
5,3,1,business
3,1,0,family
5,0,0,family
5,1,0,couple
4,2,0,couple
4,2,0,couple
4,4,1,business
1,0,0,Unknown
5,3,0,couple
5,4,1,solo
3,4,0,Unknown
5,5,0,family
4,5,1,couple
5,0,1,couple
4,6,0,couple
5,2,1,couple
5,0,2,couple
5,2,1,couple
5,3,0,business
5,1,0,family
5,0,0,family
5,2,0,couple
1,3,1,Unknown
5,0,0,family
4,4,0,couple
5,3,3,couple
4,5,2,family
5,0,0,couple
5,1,1,family
4,2,2,business
5,2,1,couple
5,5,0,family
5,0,0,friend
4,2,0,business
4,1,0,family
4,0,0,business
3,6,1,couple
4,6,1,business
5,0,0,business
5,3,0,business
5,5,0,friend
4,3,1,family
4,0,0,business
5,4,1,couple
5,6,0,solo
3,4,1,family
5,0,0,family
5,0,0,business
4,5,1,couple
5,5,0,couple
5,2,0,business
4,2,1,family
5,3,0,couple
2,5,0,business
5,6,0,couple
5,5,1,friend
5,1,2,business
2,5,4,business
4,0,0,business
3,5,2,couple
5,0,0,business
5,4,0,couple
5,0,0,family
5,6,0,business
5,2,1,business
5,5,1,couple
5,2,0,business
3,5,0,couple
5,3,0,family
4,3,0,Unknown
3,3,0,couple
3,4,2,solo
5,4,1,couple
5,1,0,family
4,0,0,solo
5,0,0,business
5,0,0,family
3,5,0,business
4,0,0,business
5,3,0,Unknown
2,0,0,business
3,0,0,friend
5,0,1,couple
5,4,3,family
4,0,3,family
4,3,0,family
5,6,0,couple
4,4,2,family
5,2,1,business
4,0,0,family
4,3,0,family
3,3,0,couple
5,4,0,friend
5,4,1,couple
5,2,1,couple
4,0,0,family
4,4,3,business
5,3,0,couple
5,6,2,business
4,4,1,business
5,3,2,business
5,3,1,business
2,3,1,couple
4,3,2,friend
5,3,1,business
5,1,1,family
5,3,0,family
5,5,0,friend
4,3,0,business
5,2,0,family
4,3,1,family
5,0,0,solo
5,5,0,business
5,0,0,family
4,2,2,family
2,3,1,business
5,3,0,couple
3,6,1,business
5,2,0,Unknown
4,2,0,business
5,0,0,family
5,0,0,friend
4,6,0,family
4,5,0,Unknown
5,0,0,family
5,3,0,family
5,3,0,family
5,4,1,solo
5,0,0,couple
4,3,0,family
5,0,0,family
5,3,0,friend
5,3,0,couple
4,0,0,friend
4,6,0,friend
5,4,0,friend
4,4,1,Unknown
4,3,0,friend
4,6,0,couple
1,1,0,couple
3,0,0,family
5,0,0,friend
5,0,1,family
4,0,0,couple
4,0,0,family
4,4,0,couple
5,6,1,family
4,5,0,business
5,6,0,couple
5,1,0,couple
2,0,2,Unknown
4,5,0,business
4,5,0,couple
4,4,0,family
5,0,0,business
5,0,0,friend
3,2,0,couple
5,3,0,family
5,3,0,couple
5,2,0,family
3,3,1,family
4,5,0,couple
5,5,0,couple
5,3,0,family
1,0,3,couple
3,0,0,family
5,2,0,family
5,0,0,family
4,0,0,business
5,5,0,couple
4,0,0,business
5,0,0,business
4,1,0,family
5,5,0,family
4,6,0,business
3,2,0,friend
5,1,0,family
5,4,0,family
5,3,0,friend
4,4,0,business
5,3,1,friend
4,3,0,couple
5,4,0,family
4,3,0,business
5,4,0,family
5,0,0,friend
5,0,0,family
5,1,0,family
5,4,0,couple
3,3,0,family
4,1,0,couple
5,3,0,family
5,4,0,family
5,3,0,couple
4,0,0,family
5,0,0,couple
3,3,1,business
3,0,0,business
5,0,0,business
4,4,0,business
5,0,0,couple
5,6,1,business
5,0,0,couple
5,4,0,solo
5,1,0,couple
4,0,0,business
5,3,0,family
5,0,0,family
5,0,0,couple
5,5,1,family
4,0,0,family
5,6,2,solo
5,2,0,family
5,1,0,business
5,3,1,business
5,3,0,business
5,3,0,friend
5,2,1,couple
4,0,1,family
4,0,1,family
5,0,0,family
4,5,0,family
5,0,0,business
4,4,0,business
4,6,0,friend
5,5,0,couple
5,6,0,family
5,4,0,couple
5,6,0,business
2,0,0,business
4,1,0,family
4,3,0,couple
4,0,0,couple
2,0,0,couple
5,2,0,solo
5,4,1,family
5,0,1,family
5,3,0,couple
5,0,0,family
4,0,0,solo
4,5,0,couple
3,0,0,family
5,0,0,couple
4,5,0,business
5,0,1,couple
5,4,1,friend
5,2,0,friend
5,0,0,family
4,3,0,family
4,0,0,family
4,1,0,family
5,0,0,business
5,0,0,couple
5,0,0,family
5,4,0,business
4,0,0,couple
3,6,0,business
5,0,0,business
5,0,0,business
4,5,1,couple
5,0,0,business
5,3,0,couple
5,0,0,couple
4,3,0,couple
5,2,0,business
5,5,0,couple
3,2,0,business
3,3,0,family
5,4,0,couple
5,0,0,couple
4,4,0,business
4,3,0,family
5,0,0,couple
5,0,0,friend
5,0,0,family
4,0,0,family
3,2,0,couple
5,6,0,solo
3,4,1,business
5,2,0,family
5,0,0,couple
5,3,0,couple
4,0,0,business
5,0,0,couple
5,0,0,couple
3,3,0,couple
4,0,0,Unknown
4,3,0,business
2,2,0,business
5,0,0,couple
5,4,0,family
5,6,0,couple
5,4,0,family
5,0,0,family
5,0,0,family
3,6,0,friend
5,0,0,couple
5,3,0,couple
5,4,0,family
4,6,0,business
2,0,1,solo
4,0,0,couple
4,5,1,couple
4,3,0,couple
3,1,2,couple
5,0,0,family
5,6,1,Unknown
2,6,0,couple
5,4,0,family
4,0,0,business
5,0,0,couple
5,3,1,couple
4,6,1,business
5,5,1,couple
5,2,1,couple
5,4,1,couple
5,3,1,business
5,0,0,couple
3,5,1,family
4,5,0,couple
4,3,1,business
5,0,0,family
5,0,0,business
3,3,1,couple
5,0,0,family
5,0,1,couple
5,5,2,friend
5,0,2,business
3,4,2,business
5,2,2,couple
5,5,2,couple
4,4,0,couple
5,2,1,business
4,5,1,family
5,1,0,friend
5,3,0,couple
2,2,2,family
4,3,0,family
5,0,0,couple
5,5,0,business
4,4,0,family
5,0,0,couple
5,0,0,family
5,0,0,friend
4,3,0,couple
5,1,1,family
5,0,0,family
5,2,0,friend
4,3,0,friend
5,1,0,family
5,2,0,couple
5,0,0,family
5,4,0,business
5,0,0,friend
5,0,0,business
4,0,0,business
2,0,0,friend
4,5,1,business
5,0,1,friend
3,3,1,friend
5,0,0,friend
5,0,0,couple
5,3,0,family
4,0,0,solo
5,0,0,solo
4,3,0,friend
4,4,0,family
4,4,0,business
5,2,0,family
5,0,0,couple
5,6,0,business
5,3,0,business
5,4,1,friend
5,0,0,business
3,4,1,family
5,0,0,friend
5,0,0,couple
3,6,1,business
5,6,0,solo
5,4,0,business
5,0,0,family
5,5,1,couple
5,0,0,family
5,1,0,couple
3,0,1,family
5,0,1,solo
5,5,1,couple
5,1,0,friend
5,0,0,family
1,2,2,business
4,6,0,business
5,4,0,business
5,1,1,couple
1,0,1,family
3,6,1,business
5,3,1,friend
5,4,0,couple
5,0,0,friend
5,4,0,couple
5,3,0,business
5,0,1,business
5,5,0,family
4,2,0,business
5,3,0,family
4,0,0,couple
5,0,0,couple
5,0,0,couple
5,0,0,family
5,3,1,business
3,3,0,business
5,3,0,couple
4,3,0,couple
4,6,0,business
4,4,0,couple
5,0,0,couple
5,3,0,couple
5,3,0,family
5,0,0,business
4,0,0,friend
5,0,0,family
5,3,0,couple
5,0,0,business
5,0,0,family
5,0,0,business
4,0,0,friend
5,0,0,family
3,0,1,business
5,3,0,friend
4,4,0,friend
5,3,0,family
5,3,0,family
4,0,1,business
5,0,0,couple
5,0,0,couple
4,4,2,family
2,3,2,couple
5,4,0,Unknown
4,0,0,business
4,3,1,couple
5,1,1,couple
4,6,2,solo
4,5,0,business
5,0,2,business
5,2,2,couple
4,4,0,couple
5,0,1,couple
5,3,0,couple
5,0,1,family
5,0,1,family
5,3,0,Unknown
5,0,1,family
4,0,0,business
5,4,3,couple
2,3,1,business
2,0,2,business
5,5,0,friend
4,3,0,family
5,4,0,couple
4,4,0,couple
5,3,0,couple
4,5,1,business
4,3,0,family
5,4,0,friend
5,0,0,Unknown
5,0,0,family
5,0,0,friend
2,0,1,family
5,0,0,family
5,0,0,couple
4,0,0,family
2,0,1,family
2,0,0,couple
5,2,1,business
4,5,0,couple
4,3,2,family
5,1,0,solo
5,0,0,family
3,0,2,business
5,4,0,couple
5,0,0,business
5,0,0,couple
5,5,0,business
5,1,0,family
5,3,1,family
5,0,3,family
5,3,3,family
5,0,1,family
5,0,2,solo
5,4,1,friend
5,0,2,family
5,2,0,family
5,3,0,couple
2,1,1,couple
3,1,3,business
3,5,2,business
5,0,0,couple
5,3,0,family
5,2,0,couple
5,0,2,family
5,0,1,family
5,1,1,friend
5,0,1,family
5,0,1,family
5,2,1,Unknown
5,0,1,family
3,0,0,couple
5,6,1,friend
4,6,1,family
4,1,1,friend
4,6,0,business
3,3,5,family
5,3,0,business
5,0,0,couple
3,0,2,couple
5,4,2,family
4,4,1,couple
5,5,0,family
5,0,0,business
5,0,0,family
5,3,1,couple
3,5,1,friend
5,0,0,family
5,4,1,couple
5,3,0,family
5,3,0,family
5,0,0,family
5,2,0,family
5,3,0,family
5,0,0,business
4,2,1,family
5,0,0,couple
5,2,1,couple
5,2,1,family
5,0,0,family
4,2,0,couple
5,0,0,family
5,2,0,family
5,3,0,Unknown
4,4,1,couple
5,0,0,friend
5,0,0,family
4,0,1,friend
4,5,0,couple
1,2,4,business
5,5,0,family
3,3,1,Unknown
4,2,0,couple
5,3,0,friend
5,0,1,family
5,2,0,family
4,0,0,family
5,6,0,business
4,0,0,friend
4,3,0,friend
5,1,0,family
4,4,0,business
5,0,0,family
5,3,0,family
5,0,0,family
5,2,0,family
5,0,0,couple
5,3,0,business
3,5,0,couple
3,0,0,family
5,0,0,business
3,5,1,couple
5,0,0,family
5,3,2,couple
3,0,0,business
5,0,0,couple
5,2,0,couple
5,0,0,family
5,1,1,family
5,0,0,couple
4,4,1,couple
5,3,0,couple
4,4,1,family
5,2,0,couple
5,4,0,business
4,0,1,family
1,0,3,Unknown
5,0,0,family
5,0,0,family
4,1,0,family
4,2,0,family
5,0,0,business
5,3,0,family
5,0,0,couple
5,0,0,family
4,0,0,couple
5,0,0,family
5,0,0,family
4,0,1,family
5,0,1,family
5,0,2,family
5,0,1,business
5,0,1,family
5,1,1,business
1,0,2,friend
5,0,1,business
5,1,0,couple
5,3,0,family
5,1,0,family
5,0,0,family
5,0,0,family
5,1,0,family
5,2,1,family
5,4,0,couple
5,2,0,family
5,4,0,couple
5,3,7,family
4,4,1,family
4,0,0,family
5,3,0,business
5,0,1,business
5,1,0,family
4,5,0,couple
5,4,0,couple
5,0,1,family
5,3,1,couple
5,3,0,family
5,5,1,couple
5,6,0,couple
5,0,0,family
5,0,0,family
5,2,1,couple
5,0,0,business
3,4,1,couple
5,2,1,friend
5,5,0,business
5,0,0,family
4,0,0,friend
4,0,0,family
5,0,0,business
5,3,0,family
5,0,0,couple
4,5,1,Unknown
5,0,0,family
2,0,0,business
5,0,1,business
5,0,1,couple
5,4,1,business
4,2,1,business
5,0,1,business
5,1,1,family
5,6,1,couple
5,4,2,couple
5,0,1,couple
3,2,0,business
3,5,0,couple
5,4,0,business
5,0,0,family
5,1,1,couple
4,4,0,business
3,0,0,family
4,0,0,friend
5,2,0,Unknown
5,0,0,couple
4,4,0,family
5,6,0,friend
4,0,0,solo
4,3,0,family
5,4,0,couple
5,0,0,business
5,0,0,business
5,3,2,couple
5,3,1,business
5,6,4,couple
5,3,3,business
4,0,3,business
3,0,0,solo
4,4,1,couple
4,4,0,couple
4,4,1,family
4,3,1,couple
4,3,1,couple
5,0,2,couple
5,5,0,couple
1,3,2,business
5,6,0,couple
5,2,0,couple
5,5,0,friend
2,5,0,friend
5,0,0,business
5,0,0,family
5,0,0,family
5,6,0,business
5,1,3,family
5,1,1,couple
4,1,0,friend
5,0,1,family
5,0,0,business
4,6,1,friend
5,0,0,friend
5,4,0,friend
5,0,0,business
5,0,0,family
5,3,0,family
5,0,1,family
5,5,0,business
5,4,0,family
5,3,0,couple
5,5,0,couple
4,4,0,solo
4,6,0,business
5,0,0,couple
5,0,0,couple
3,0,0,business
4,3,0,business
3,6,0,couple
5,2,0,solo
5,2,0,family
3,4,0,family
4,5,0,couple
5,5,0,friend
4,0,0,business
5,0,1,business
5,5,2,friend
5,0,1,business
5,0,1,business
3,6,0,business
2,6,4,family
4,3,1,family
2,0,0,couple
5,5,3,family
5,2,1,family
4,3,1,friend
4,0,0,family
5,3,1,couple
5,3,0,family
5,0,0,family
5,0,0,family
4,1,0,family
2,0,1,couple
5,0,1,business
5,0,0,family
2,3,2,family
5,0,0,business
5,0,3,couple
4,5,1,business
3,0,0,business
4,5,2,couple
5,0,0,family
5,3,0,business
2,5,3,business
4,4,0,business
5,0,0,family
5,2,1,friend
4,4,0,couple
4,4,0,solo
5,2,0,friend
3,3,1,business
3,0,0,business
5,0,0,couple
5,0,0,family
5,6,3,business
5,4,3,Unknown
5,3,2,family
3,1,1,Unknown
5,5,1,friend
5,1,0,family
4,5,0,friend
4,5,2,Unknown
4,5,2,couple
5,0,0,couple
4,5,3,business
5,4,3,family
5,2,1,couple
2,4,2,friend
5,3,0,couple
5,2,1,family
5,5,1,business
5,0,0,couple
5,0,0,friend
5,0,0,couple
5,3,0,family
5,0,1,couple
5,3,1,family
5,4,2,couple
5,5,1,friend
4,6,1,Unknown
5,0,1,family
5,1,0,solo
1,3,4,business
5,3,1,business
4,0,0,business
4,3,2,business
5,6,1,family
3,0,1,couple
5,0,2,family
5,0,1,business
5,5,3,family
4,6,0,business
5,0,1,business
5,0,1,friend
4,6,1,family
5,6,0,Unknown
5,3,2,couple
4,5,1,business
4,4,3,Unknown
5,0,0,friend
5,4,1,family
3,3,1,Unknown
4,0,0,friend
4,5,1,family
4,6,0,friend
5,3,1,Unknown
3,3,0,business
5,3,0,family
4,2,1,couple
5,0,0,business
5,0,0,couple
2,0,0,family
4,5,2,business
5,0,0,business
4,2,0,friend
5,0,0,business
4,0,0,family
5,3,1,friend
5,4,0,couple
5,4,0,couple
5,0,0,couple
5,0,2,couple
5,3,0,couple
4,4,0,family
4,4,0,couple
5,0,0,business
5,2,1,family
5,6,1,business
4,5,0,business
4,5,0,business
5,4,1,couple
5,0,0,couple
5,2,0,couple
5,0,0,friend
5,3,1,family
5,0,0,solo
4,0,0,couple
4,4,1,couple
5,4,0,couple
5,3,0,couple
3,1,3,Unknown
5,1,1,couple
5,3,0,couple
3,6,1,family
5,5,1,family
4,0,0,family
3,4,0,couple
5,0,0,friend
4,3,0,friend
5,6,0,family
5,0,0,solo
4,0,0,family
3,0,0,business
5,0,0,friend
5,5,0,couple
4,6,0,friend
5,4,0,couple
4,5,1,friend
5,0,0,couple
3,3,0,friend
5,1,0,couple
5,3,0,friend
5,2,0,Unknown
4,5,0,couple
5,0,1,family
4,3,1,Unknown
1,4,12,friend
5,0,0,couple
4,6,0,couple
4,5,0,family
4,4,0,couple
5,1,0,family
3,5,0,family
5,0,0,family
5,2,0,friend
4,1,0,family
5,2,0,couple
5,0,0,family
4,6,0,couple
5,5,1,couple
5,4,0,business
4,2,3,family
5,2,0,couple
5,3,1,couple
4,3,0,family
5,6,1,business
4,0,0,business
4,0,1,family
5,0,0,business
5,0,0,couple
4,6,1,couple
4,0,0,couple
4,3,0,couple
5,0,0,family
2,4,0,business
4,6,1,family
5,6,0,couple
5,3,0,family
5,0,0,family
4,0,0,family
5,3,0,couple
5,6,0,couple
5,0,0,couple
5,5,0,couple
5,5,1,family
5,0,0,business
4,3,1,friend
4,2,0,family
5,3,0,family
5,3,0,couple
2,0,0,couple
5,0,1,couple
5,3,0,couple
5,4,0,couple
5,0,0,business
5,5,0,couple
2,0,0,couple
4,4,0,Unknown
4,3,0,friend
5,0,0,family
4,6,0,couple
5,3,0,couple
2,0,0,couple
2,6,0,business
4,4,1,family
4,3,0,couple
3,0,0,friend
5,4,1,couple
5,6,0,couple
5,0,0,couple
4,6,0,friend
4,0,0,couple
4,5,0,business
5,5,0,business
5,3,0,friend
5,5,0,family
5,0,0,couple
5,4,1,family
4,0,0,business
5,5,0,business
5,3,0,Unknown
5,3,0,business
4,6,1,friend
5,0,0,couple
4,0,0,business
5,0,0,couple
5,3,0,solo
4,5,0,family
3,0,0,business
5,1,0,couple
5,3,0,Unknown
5,1,1,family
5,0,1,friend
5,0,0,business
5,0,0,family
4,0,0,business
5,0,0,business
2,4,6,family
5,3,0,business
5,0,0,couple
2,0,0,family
5,6,2,family
4,0,0,couple
5,3,1,Unknown
5,0,1,Unknown
2,3,2,couple
4,3,0,friend
2,0,0,business
5,0,0,business
5,3,2,friend
4,2,1,couple
4,0,0,business
5,4,4,business
5,2,2,couple
5,0,2,business
5,6,1,friend
5,5,1,friend
5,0,0,business
5,0,0,business
5,2,0,couple
5,2,0,couple
4,0,0,family
4,0,0,business
5,0,0,couple
5,0,0,business
5,0,0,business
5,0,0,couple
2,4,0,business
4,4,6,couple
5,5,1,couple
5,0,0,business
5,0,1,couple
5,2,0,family
5,1,2,couple
3,0,1,business
5,0,1,friend
5,3,0,family
4,5,1,family
5,0,0,business
4,0,0,family
5,4,2,couple
4,3,1,business
4,0,0,family
5,2,0,couple
5,0,0,couple
4,0,0,couple
5,0,0,family
5,0,0,business
4,3,0,family
5,6,0,family
5,2,0,solo
5,5,0,Unknown
3,1,0,family
4,0,0,business
4,0,0,couple
5,0,0,couple
5,3,1,family
5,5,0,friend
5,1,0,couple
5,0,0,couple
4,6,0,couple
4,0,0,business
5,4,2,friend
5,0,0,couple
5,0,0,couple
1,0,4,business
4,3,4,business
5,2,0,couple
4,3,0,couple
5,0,0,business
5,0,0,friend
4,0,0,business
4,0,1,couple
5,6,1,business
5,0,0,family
5,0,0,business
4,4,0,solo
5,1,1,couple
5,4,1,family
5,1,0,business
4,0,0,friend
5,0,0,family
5,0,0,business
5,0,0,business
5,0,0,business
4,0,0,business
5,3,1,couple
5,3,0,couple
5,5,0,business
5,5,1,couple
5,5,1,solo
5,0,0,friend
5,0,0,couple
5,0,0,business
1,3,2,family
4,0,0,business
4,5,0,couple
5,5,0,couple
5,0,0,business
5,0,0,business
2,0,2,family
5,6,0,friend
4,4,2,friend
5,1,0,couple
5,6,0,couple
4,5,0,couple
4,0,0,Unknown
5,1,0,couple
5,0,0,couple
5,1,0,couple
5,0,0,family
5,2,0,couple
5,5,0,business
5,6,0,business
4,3,0,couple
4,0,0,couple
2,5,2,business
5,3,0,family
5,3,0,family
4,4,2,family
5,3,0,Unknown
5,0,0,business
4,6,0,business
5,1,1,couple
4,4,0,couple
3,0,1,couple
4,3,0,family
5,3,0,couple
4,1,0,family
2,0,1,family
4,0,0,business
5,2,1,couple
4,3,0,business
5,3,0,friend
5,0,0,couple
5,0,0,couple
5,0,0,couple
4,0,0,business
5,0,0,friend
5,5,2,family
5,4,0,Unknown
5,6,0,family
2,2,1,couple
5,3,0,couple
5,0,0,business
5,1,0,couple
4,0,0,couple
5,6,2,couple
4,5,0,couple
5,0,0,family
5,0,0,family
3,3,0,couple
4,3,0,couple
5,0,4,couple
5,4,1,couple
5,0,0,family
4,5,0,couple
3,6,0,business
5,0,0,family
5,0,0,family
5,0,1,business
4,5,0,business
4,2,0,couple
5,6,0,business
5,5,1,family
3,5,1,family
2,0,1,business
2,0,1,business
1,0,1,business
3,6,0,business
5,0,0,solo
4,3,2,couple
4,4,0,family
4,4,0,family
4,3,0,couple
5,4,0,couple
3,2,2,couple
5,0,0,couple
5,1,0,family
5,0,0,couple
5,1,1,family
4,4,1,family
1,0,2,family
2,0,2,family
5,2,0,couple
5,0,0,couple
4,0,0,business
5,0,0,couple
5,5,0,family
1,3,1,couple
5,6,0,business
5,0,0,family
5,3,0,family
5,5,0,business
5,4,0,couple
5,0,0,business
5,4,0,business
5,0,0,family
5,0,0,couple
5,2,2,family
5,3,0,Unknown
4,2,1,business
5,2,0,Unknown
5,6,0,business
5,0,0,couple
5,5,1,family
5,6,0,couple
5,1,1,couple
5,3,0,family
5,3,0,family
4,0,0,couple
4,0,0,family
4,0,0,family
4,0,0,family
4,0,0,family
5,1,0,couple
5,0,0,business
5,2,0,couple
4,4,0,family
5,4,0,Unknown
4,0,0,solo
5,0,0,family
4,5,0,couple
5,3,0,couple
5,3,0,family
1,3,1,family
5,0,0,family
2,0,5,couple
5,3,1,couple
4,2,2,Unknown
5,5,1,couple
5,5,1,couple
4,5,1,couple
4,5,1,business
5,4,1,business
5,0,0,family
5,2,0,family
1,5,1,couple
5,5,1,couple
5,6,0,friend
5,3,1,couple
4,5,1,couple
5,0,0,family
5,5,0,couple
5,2,0,friend
4,0,0,couple
5,0,0,couple
5,0,0,couple
5,0,0,family
5,5,0,couple
4,4,0,friend
5,4,0,friend
4,3,0,family
4,6,1,business
5,1,0,couple
2,1,3,family
5,3,0,couple
5,2,0,Unknown
5,0,0,family
3,3,0,family
5,6,0,friend
5,0,0,family
5,5,0,business
5,0,0,family
5,3,0,business
5,0,0,family
3,0,1,family
3,6,0,family
5,5,1,couple
4,0,0,couple
4,6,1,friend
5,0,0,family
5,0,0,family
5,1,0,couple
5,0,1,family
5,0,1,family
5,3,1,family
5,1,0,couple
4,0,0,business
4,0,0,family
2,4,2,family
5,0,0,family
5,2,0,business
5,0,0,family
5,0,0,friend
5,4,0,couple
5,0,0,family
2,0,4,friend
1,0,3,couple
5,2,0,Unknown
5,0,0,couple
5,4,0,family
4,3,0,family
5,0,0,business
5,0,0,family
5,3,0,couple
5,0,0,family
2,1,2,Unknown
1,0,1,friend
